OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ZELEV,BUFF_DIST,ORIG_FID,DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_,CROSS_STRE,OFF_STREET,incidence,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,Shape_Leng,Shape_Area_1,OBJECTID_12,GEOID_1,total_population,B00001m1,housing_units,B00002m1,OBJECTID_2,GEOID_12,house_income,B19001m1,B19001e2,B19001m2,B19001e3,B19001m3,B19001e4,B19001m4,B19001e5,B19001m5,B19001e6,B19001m6,B19001e7,B19001m7,B19001e8,B19001m8,B19001e9,B19001m9,B19001e10,B19001m10,B19001e11,B19001m11,B19001e12,B19001m12,B19001e13,B19001m13,B19001e14,B19001m14,B19001e15,B19001m15,B19001e16,B19001m16,B19001e17,B19001m17,SHAPE_Length,SHAPE_Area
2009,0,2009,1,2009,0,15,2009,,,,,,,,,,,,17200,1,3.60E+11,Block Group 1,G5030,S,116843,0,40.6100452,-74.0089338,15000US360470172001,0.018393004,1.24E-05,4110,15000US360470172001,141,-1,41,-1,4110,15000US360470172001,511,94,24,18,8,13,8,13,22,20,55,53,37,38,22,26,0,11,8,14,35,32,37,31,78,61,8,13,61,44,75,69,33,38,94.24777961,706.8583471
2010,0,2010,3,2010,0,15,2010,,,,,,,,,,,,2000,1,3.60E+11,Block Group 1,G5030,S,88226,0,40.6488772,-74.015054,15000US360470020001,0.012444971,9.39E-06,3751,15000US360470020001,122,-1,35,-1,3751,15000US360470020001,320,57,47,29,26,26,16,18,15,19,27,25,21,20,7,14,6,11,13,20,37,30,12,15,30,31,37,33,15,21,5,12,6,11,94.24777961,706.8583471
2011,0,2011,2,2011,0,15,2011,,,,,,,,,,,,20200,1,3.60E+11,Block Group 1,G5030,S,58007,0,40.6231598,-74.0098355,15000US360470202001,0.010113859,6.17E-06,4185,15000US360470202001,132,-1,48,-1,4185,15000US360470202001,306,54,8,12,2,9,24,20,30,32,26,20,16,20,12,13,2,8,4,12,14,15,52,36,14,12,35,26,37,27,20,18,8,14,94.24777961,706.8583471
2012,2,2012,2,2012,0,15,2012,6/26/17 0:00,18:20,BROOKLYN,11220,40.63068,-74.01098,"(40.63068, -74.01098)",66 STREET,9 AVENUE, ,2,12000,1,3.60E+11,Block Group 1,G5030,S,193342,0,40.6327817,-74.0117295,15000US360470120001,0.024534268,2.06E-05,3968,15000US360470120001,230,-1,80,-1,3968,15000US360470120001,544,41,65,39,44,28,35,22,68,40,32,26,26,22,7,16,12,16,18,13,38,26,73,41,59,33,25,20,22,18,14,12,8,14,94.24777961,706.8583471
2013,1,2013,2,2013,0,15,2013,12/28/15 0:00,17:40,BROOKLYN,11220,40.6434259,-74.0120642,"(40.6434259, -74.0120642)",53 STREET,5 AVENUE, ,1,7600,1,3.60E+11,Block Group 1,G5030,S,53594,0,40.6445242,-74.0136735,15000US360470076001,0.012628961,5.71E-06,3887,15000US360470076001,116,-1,38,-1,3887,15000US360470076001,514,99,68,52,28,28,68,65,35,36,17,23,49,35,20,26,0,11,48,52,70,52,18,24,34,29,36,37,10,16,6,18,6,16,94.24777961,706.8583471
2014,0,2014,2,2014,0,15,2014,,,,,,,,,,,,20200,1,3.60E+11,Block Group 1,G5030,S,58007,0,40.6231598,-74.0098355,15000US360470202001,0.010113859,6.17E-06,4185,15000US360470202001,132,-1,48,-1,4185,15000US360470202001,306,54,8,12,2,9,24,20,30,32,26,20,16,20,12,13,2,8,4,12,14,15,52,36,14,12,35,26,37,27,20,18,8,14,94.24777961,706.8583471
2015,0,2015,2,2015,0,15,2015,,,,,,,,,,,,11800,2,3.60E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41E-05,3964,15000US360470118002,138,-1,44,-1,3964,15000US360470118002,302,48,36,24,20,16,16,12,44,33,30,24,14,17,8,19,12,18,11,14,13,14,38,32,34,29,10,15,11,12,4,10,2,8,94.24777961,706.8583471
2016,0,2016,1,2016,0,15,2016,,,,,,,,,,,,20000,2,3.60E+11,Block Group 2,G5030,S,76870,0,40.6198289,-74.0097148,15000US360470200002,0.011728352,8.18E-06,4180,15000US360470200002,135,-1,57,-1,4180,15000US360470200002,397,75,21,21,13,12,59,50,28,21,15,14,5,7,4,7,0,11,19,30,24,17,20,15,67,32,17,14,50,35,47,52,8,13,94.24777961,706.8583471
2017,1,2017,2,2017,0,15,2017,8/16/17 0:00,9:51,BROOKLYN,11219,40.629646,-74.010704,"(40.629646, -74.010704)",67 STREET,FORT HAMILTON PARKWAY, ,1,12801,1,3.60E+11,Block Group 1,G5030,S,114974,0,40.6308009,-74.0133027,15000US360470128011,0.015495677,1.22E-05,3980,15000US360470128011,202,-1,72,-1,3980,15000US360470128011,598,56,78,48,57,40,30,24,60,36,24,23,25,22,7,16,30,26,24,20,56,40,70,44,34,23,50,33,33,32,10,12,8,14,94.24777961,706.8583471
2018,0,2018,2,2018,0,15,2018,,,,,,,,,,,,17600,1,3.60E+11,Block Group 1,G5030,S,73282,0,40.6018157,-74.0086432,15000US360470176001,0.015764418,7.80E-06,4117,15000US360470176001,156,-1,65,-1,4117,15000US360470176001,432,63,22,20,28,22,28,20,10,14,33,22,16,14,18,20,20,19,16,16,44,34,50,32,54,38,50,34,14,16,18,14,11,12,94.24777961,706.8583471
2019,0,2019,3,2019,0,15,2019,,,,,,,,,,,,15000,2,3.60E+11,Block Group 2,G5030,S,76965,0,40.6145397,-74.0116314,15000US360470150002,0.011742882,8.19E-06,4046,15000US360470150002,143,-1,52,-1,4046,15000US360470150002,324,59,16,16,16,18,12,15,10,14,9,11,28,27,10,14,13,13,12,16,5,16,31,22,35,27,40,30,26,22,23,18,38,23,94.24777961,706.8583471
2020,0,2020,1,2020,0,15,2020,,,,,,,,,,,,28000,1,3.60E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.20E-06,4401,15000US360470280001,116,-1,51,-1,4401,15000US360470280001,302,45,18,20,4,5,4,6,17,17,7,12,31,22,14,18,16,14,7,8,30,24,33,23,26,23,20,19,15,17,36,23,24,23,94.24777961,706.8583471
2021,1,2021,3,2021,0,15,2021,8/29/15 0:00,18:15,BROOKLYN,11219,40.6276929,-74.0105014,"(40.6276929, -74.0105014)",69 STREET,10 AVENUE, ,2,20800,3,3.60E+11,Block Group 3,G5030,S,49205,0,40.6273089,-74.0111079,15000US360470208003,0.012627958,5.24E-06,4201,15000US360470208003,106,-1,34,-1,4201,15000US360470208003,414,80,37,32,39,33,15,18,17,24,20,26,32,30,9,16,12,18,26,30,63,50,28,29,35,31,34,30,17,21,15,21,16,20,94.24777961,706.8583471
2022,0,2022,1,2022,0,15,2022,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,170,-1,59,-1,4137,15000US360470184002,394,59,13,14,18,29,19,26,18,23,15,16,24,26,28,28,29,25,8,10,0,11,33,18,32,19,54,37,31,30,23,17,49,27,94.24777961,706.8583471
2023,1,2023,4,2023,0,15,2023,3/6/16 0:00,21:15,BROOKLYN,11220,40.6404149,-74.0116096,"(40.6404149, -74.0116096)",56 STREET,6 AVENUE, ,1,10000,2,3.60E+11,Block Group 2,G5030,S,37744,0,40.6403101,-74.0099269,15000US360470100002,0.008380198,4.02E-06,3930,15000US360470100002,111,-1,36,-1,3930,15000US360470100002,437,90,18,20,38,35,41,34,41,38,33,33,23,24,30,30,44,35,15,23,45,42,25,28,61,48,16,22,8,15,0,11,0,11,94.24777961,706.8583471
2024,0,2024,4,2024,0,15,2024,,,,,,,,,,,,17400,2,3.60E+11,Block Group 2,G5030,S,53432,0,40.6052586,-74.010355,15000US360470174002,0.009892725,5.69E-06,4114,15000US360470174002,151,-1,55,-1,4114,15000US360470174002,454,70,30,26,19,20,23,22,33,27,26,22,30,23,19,22,18,16,16,20,26,26,52,37,56,40,49,30,19,18,16,17,22,14,94.24777961,706.8583471
2025,1,2025,1,2025,0,15,2025,6/2/17 0:00,13:15,BROOKLYN,11220,40.64995,-74.01231,"(40.64995, -74.01231)",3 AVENUE,46 STREET, ,1,200,1,3.60E+11,Block Group 1,G5030,S,276929,0,40.6532475,-74.0110678,15000US360470002001,0.008697574,3.46E-06,3727,15000US360470002001,219,-1,54,-1,3727,15000US360470002001,421,36,48,30,22,17,41,30,12,18,51,34,39,26,12,16,11,11,14,18,63,40,30,27,25,25,40,30,3,6,0,11,10,10,94.24777961,706.8583471
2026,0,2026,1,2026,0,15,2026,,,,,,,,,,,,28000,1,3.60E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.20E-06,4401,15000US360470280001,116,-1,51,-1,4401,15000US360470280001,302,45,18,20,4,5,4,6,17,17,7,12,31,22,14,18,16,14,7,8,30,24,33,23,26,23,20,19,15,17,36,23,24,23,94.24777961,706.8583471
2027,0,2027,2,2027,0,15,2027,,,,,,,,,,,,17200,1,3.60E+11,Block Group 1,G5030,S,116843,0,40.6100452,-74.0089338,15000US360470172001,0.018393004,1.24E-05,4110,15000US360470172001,114,-1,35,-1,4110,15000US360470172001,404,72,29,25,11,18,8,12,19,23,30,32,22,24,15,19,8,14,4,12,23,24,38,35,76,50,24,26,34,28,45,44,18,24,94.24777961,706.8583471
2028,1,2028,1,2028,0,15,2028,9/7/14 0:00,11:45,BROOKLYN,11228,40.6109553,-74.0087664,"(40.6109553, -74.0087664)",86 STREET,BAY 10 STREET, ,1,17200,1,3.60E+11,Block Group 1,G5030,S,116843,0,40.6100452,-74.0089338,15000US360470172001,0.018393004,1.24E-05,4110,15000US360470172001,141,-1,41,-1,4110,15000US360470172001,511,94,24,18,8,13,8,13,22,20,55,53,37,38,22,26,0,11,8,14,35,32,37,31,78,61,8,13,61,44,75,69,33,38,94.24777961,706.8583471
2029,0,2029,3,2029,0,15,2029,,,,,,,,,,,,20800,2,3.60E+11,Block Group 2,G5030,S,56461,0,40.6253737,-74.0099257,15000US360470208002,0.013519471,6.01E-06,4200,15000US360470208002,122,-1,44,-1,4200,15000US360470208002,352,72,13,15,11,18,16,17,37,35,25,24,17,23,10,12,1,9,5,12,27,22,45,33,33,28,30,25,41,34,20,20,19,25,94.24777961,706.8583471
2030,0,2030,2,2030,0,15,2030,,,,,,,,,,,,28000,1,3.60E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.20E-06,4401,15000US360470280001,124,-1,52,-1,4401,15000US360470280001,317,52,22,20,8,8,14,12,8,14,10,14,26,19,14,16,14,14,12,13,37,30,34,27,27,26,24,22,18,20,28,19,20,20,94.24777961,706.8583471
2031,1,2031,3,2031,0,15,2031,8/23/15 0:00,22:10,BROOKLYN,11220,40.6470298,-74.0119963,"(40.6470298, -74.0119963)",49 STREET,4 AVENUE, ,1,7800,1,3.60E+11,Block Group 1,G5030,S,34353,0,40.6471562,-74.0114485,15000US360470078001,0.0109726,3.66E-06,3894,15000US360470078001,92,-1,30,-1,3894,15000US360470078001,404,88,35,37,16,21,25,28,49,47,15,21,21,29,28,32,41,39,22,30,17,21,45,39,25,22,33,33,12,20,3,12,18,23,94.24777961,706.8583471
2032,2,2032,1,2032,0,15,2032,6/2/17 0:00,13:15,BROOKLYN,11220,40.64995,-74.01231,"(40.64995, -74.01231)",3 AVENUE,46 STREET, ,2,200,1,3.60E+11,Block Group 1,G5030,S,276929,0,40.6532475,-74.0110678,15000US360470002001,0.008697574,3.46E-06,3727,15000US360470002001,219,-1,54,-1,3727,15000US360470002001,421,36,48,30,22,17,41,30,12,18,51,34,39,26,12,16,11,11,14,18,63,40,30,27,25,25,40,30,3,6,0,11,10,10,94.24777961,706.8583471
2033,2,2033,1,2033,1,15,2033,6/2/17 0:00,13:15,BROOKLYN,11220,40.64995,-74.01231,"(40.64995, -74.01231)",3 AVENUE,46 STREET, ,2,200,1,3.60E+11,Block Group 1,G5030,S,276929,0,40.6532475,-74.0110678,15000US360470002001,0.008697574,3.46E-06,3727,15000US360470002001,219,-1,54,-1,3727,15000US360470002001,421,36,48,30,22,17,41,30,12,18,51,34,39,26,12,16,11,11,14,18,63,40,30,27,25,25,40,30,3,6,0,11,10,10,94.24777961,706.8583471
2034,0,2034,1,2034,0,15,2034,,,,,,,,,,,,28000,1,3.60E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.20E-06,4401,15000US360470280001,116,-1,51,-1,4401,15000US360470280001,302,45,18,20,4,5,4,6,17,17,7,12,31,22,14,18,16,14,7,8,30,24,33,23,26,23,20,19,15,17,36,23,24,23,94.24777961,706.8583471
2035,1,2035,4,2035,0,15,2035,6/15/14 0:00,18:10,BROOKLYN,11220,40.6374039,-74.0111551,"(40.6374039, -74.0111551)",59 STREET,7 AVENUE, ,1,10200,1,3.60E+11,Block Group 1,G5030,S,56616,0,40.6389102,-74.0113826,15000US360470102001,0.00999336,6.03E-06,3936,15000US360470102001,138,-1,40,-1,3936,15000US360470102001,494,86,32,29,41,38,38,29,32,28,50,42,36,36,20,24,43,35,4,12,48,45,46,39,35,30,48,43,8,15,7,17,7,14,94.24777961,706.8583471
2036,0,2036,1,2036,0,15,2036,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,170,-1,59,-1,4137,15000US360470184002,394,59,13,14,18,29,19,26,18,23,15,16,24,26,28,28,29,25,8,10,0,11,33,18,32,19,54,37,31,30,23,17,49,27,94.24777961,706.8583471
2037,1,2037,4,2037,0,15,2037,7/9/17 0:00,17:19,BROOKLYN,11228,40.621635,-74.009636,"(40.621635, -74.009636)",12 AVENUE,BAY RIDGE PARKWAY, ,1,20000,2,3.60E+11,Block Group 2,G5030,S,76870,0,40.6198289,-74.0097148,15000US360470200002,0.011728352,8.18E-06,4180,15000US360470200002,140,-1,52,-1,4180,15000US360470200002,354,66,14,17,10,14,44,34,24,24,10,10,13,17,2,9,4,10,8,15,24,19,33,28,43,26,44,32,37,26,24,25,17,14,94.24777961,706.8583471
2038,0,2038,1,2038,0,15,2038,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,170,-1,59,-1,4137,15000US360470184002,394,59,13,14,18,29,19,26,18,23,15,16,24,26,28,28,29,25,8,10,0,11,33,18,32,19,54,37,31,30,23,17,49,27,94.24777961,706.8583471
2039,2,2039,1,2039,0,15,2039,6/2/17 0:00,13:15,BROOKLYN,11220,40.64995,-74.01231,"(40.64995, -74.01231)",3 AVENUE,46 STREET, ,2,200,1,3.60E+11,Block Group 1,G5030,S,276929,0,40.6532475,-74.0110678,15000US360470002001,0.008697574,3.46E-06,3727,15000US360470002001,219,-1,54,-1,3727,15000US360470002001,421,36,48,30,22,17,41,30,12,18,51,34,39,26,12,16,11,11,14,18,63,40,30,27,25,25,40,30,3,6,0,11,10,10,94.24777961,706.8583471
2040,1,2040,3,2040,0,15,2040,8/23/15 0:00,22:10,BROOKLYN,11220,40.6470298,-74.0119963,"(40.6470298, -74.0119963)",49 STREET,4 AVENUE, ,1,7800,1,3.60E+11,Block Group 1,G5030,S,34353,0,40.6471562,-74.0114485,15000US360470078001,0.0109726,3.66E-06,3894,15000US360470078001,92,-1,30,-1,3894,15000US360470078001,404,88,35,37,16,21,25,28,49,47,15,21,21,29,28,32,41,39,22,30,17,21,45,39,25,22,33,33,12,20,3,12,18,23,94.24777961,706.8583471
2041,0,2041,1,2041,0,15,2041,,,,,,,,,,,,20200,1,3.60E+11,Block Group 1,G5030,S,58007,0,40.6231598,-74.0098355,15000US360470202001,0.010113859,6.17E-06,4185,15000US360470202001,135,-1,45,-1,4185,15000US360470202001,309,64,0,11,5,7,39,26,37,41,5,7,28,33,0,11,4,6,0,11,9,9,48,40,9,10,39,28,51,29,18,21,17,17,94.24777961,706.8583471
2042,0,2042,2,2042,0,15,2042,,,,,,,,,,,,28000,1,3.60E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.20E-06,4401,15000US360470280001,122,-1,56,-1,4401,15000US360470280001,478,72,12,15,26,22,5,8,56,44,16,21,26,22,32,30,34,29,6,10,34,29,46,32,58,38,20,20,41,34,42,32,26,28,94.24777961,706.8583471
2043,2,2043,2,2043,0,15,2043,6/2/17 0:00,13:15,BROOKLYN,11220,40.64995,-74.01231,"(40.64995, -74.01231)",3 AVENUE,46 STREET, ,2,8000,3,3.60E+11,Block Group 3,G5030,S,46158,0,40.6489753,-74.0114329,15000US360470080003,0.009004434,4.91E-06,3900,15000US360470080003,152,-1,40,-1,3900,15000US360470080003,402,64,63,38,34,32,20,20,16,20,36,28,20,18,6,14,6,11,20,25,55,39,15,19,33,36,49,40,20,26,6,14,5,10,94.24777961,706.8583471
2044,2,2044,2,2044,1,15,2044,6/2/17 0:00,13:15,BROOKLYN,11220,40.64995,-74.01231,"(40.64995, -74.01231)",3 AVENUE,46 STREET, ,2,8000,3,3.60E+11,Block Group 3,G5030,S,46158,0,40.6489753,-74.0114329,15000US360470080003,0.009004434,4.91E-06,3900,15000US360470080003,152,-1,40,-1,3900,15000US360470080003,402,64,63,38,34,32,20,20,16,20,36,28,20,18,6,14,6,11,20,25,55,39,15,19,33,36,49,40,20,26,6,14,5,10,94.24777961,706.8583471
2045,0,2045,1,2045,0,15,2045,,,,,,,,,,,,17600,1,3.60E+11,Block Group 1,G5030,S,73282,0,40.6018157,-74.0086432,15000US360470176001,0.015764418,7.80E-06,4117,15000US360470176001,132,-1,53,-1,4117,15000US360470176001,332,60,27,21,11,12,24,17,0,11,13,15,20,16,14,13,12,14,16,18,44,36,36,31,28,29,29,26,20,22,21,15,17,16,94.24777961,706.8583471
2046,0,2046,3,2046,0,15,2046,,,,,,,,,,,,11800,2,3.60E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41E-05,3964,15000US360470118002,133,-1,43,-1,3964,15000US360470118002,328,58,45,30,24,20,14,12,53,35,25,22,17,17,8,17,13,17,30,33,9,13,35,29,33,28,9,14,10,13,3,11,1,9,94.24777961,706.8583471
2047,0,2047,2,2047,0,15,2047,,,,,,,,,,,,20000,2,3.60E+11,Block Group 2,G5030,S,76870,0,40.6198289,-74.0097148,15000US360470200002,0.011728352,8.18E-06,4180,15000US360470200002,128,-1,52,-1,4180,15000US360470200002,378,70,28,26,6,12,32,30,23,18,14,14,14,12,16,18,0,11,10,20,32,28,27,18,66,46,20,15,36,26,42,38,12,16,94.24777961,706.8583471
2048,0,2048,2,2048,0,15,2048,,,,,,,,,,,,18000,1,3.60E+11,Block Group 1,G5030,S,91643,0,40.6094046,-74.0063043,15000US360470180001,0.014480528,9.75E-06,4125,15000US360470180001,116,-1,42,-1,4125,15000US360470180001,523,89,56,54,14,20,10,16,38,36,10,22,50,37,8,16,17,19,22,28,40,36,56,47,97,65,54,36,30,26,3,11,18,18,94.24777961,706.8583471
2049,0,2049,2,2049,0,15,2049,,,,,,,,,,,,8000,3,3.60E+11,Block Group 3,G5030,S,46158,0,40.6489753,-74.0114329,15000US360470080003,0.009004434,4.91E-06,3900,15000US360470080003,152,-1,40,-1,3900,15000US360470080003,402,64,63,38,34,32,20,20,16,20,36,28,20,18,6,14,6,11,20,25,55,39,15,19,33,36,49,40,20,26,6,14,5,10,94.24777961,706.8583471
2050,0,2050,2,2050,0,15,2050,,,,,,,,,,,,17200,1,3.60E+11,Block Group 1,G5030,S,116843,0,40.6100452,-74.0089338,15000US360470172001,0.018393004,1.24E-05,4110,15000US360470172001,114,-1,35,-1,4110,15000US360470172001,404,72,29,25,11,18,8,12,19,23,30,32,22,24,15,19,8,14,4,12,23,24,38,35,76,50,24,26,34,28,45,44,18,24,94.24777961,706.8583471
2051,0,2051,3,2051,0,15,2051,,,,,,,,,,,,11800,2,3.60E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41E-05,3964,15000US360470118002,133,-1,43,-1,3964,15000US360470118002,328,58,45,30,24,20,14,12,53,35,25,22,17,17,8,17,13,17,30,33,9,13,35,29,33,28,9,14,10,13,3,11,1,9,94.24777961,706.8583471
2052,0,2052,1,2052,0,15,2052,,,,,,,,,,,,12000,1,3.60E+11,Block Group 1,G5030,S,193342,0,40.6327817,-74.0117295,15000US360470120001,0.024534268,2.06E-05,3968,15000US360470120001,184,-1,56,-1,3968,15000US360470120001,340,37,65,36,34,22,22,15,35,28,14,18,19,19,0,11,0,11,4,6,18,18,44,30,49,31,6,8,22,14,8,10,0,11,94.24777961,706.8583471
2053,0,2053,1,2053,0,15,2053,,,,,,,,,,,,28000,1,3.60E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.20E-06,4401,15000US360470280001,116,-1,51,-1,4401,15000US360470280001,302,45,18,20,4,5,4,6,17,17,7,12,31,22,14,18,16,14,7,8,30,24,33,23,26,23,20,19,15,17,36,23,24,23,94.24777961,706.8583471
2054,2,2054,4,2054,0,15,2054,10/2/14 0:00,12:05,BROOKLYN,11220,40.6439859,-74.0114841,"(40.6439859, -74.0114841)",5 AVENUE,52 STREET, ,2,9800,4,3.60E+11,Block Group 4,G5030,S,37725,0,40.6438817,-74.0098003,15000US360470098004,0.008377765,4.02E-06,3928,15000US360470098004,110,-1,34,-1,3928,15000US360470098004,435,91,57,47,41,36,41,45,26,30,20,26,36,30,14,20,4,15,33,37,52,44,22,25,26,27,32,34,15,20,7,16,8,15,94.24777961,706.8583471
2055,0,2055,3,2055,1,15,2055,,,,,,,,,,,,11800,2,3.60E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41E-05,3964,15000US360470118002,133,-1,43,-1,3964,15000US360470118002,328,58,45,30,24,20,14,12,53,35,25,22,17,17,8,17,13,17,30,33,9,13,35,29,33,28,9,14,10,13,3,11,1,9,94.24777961,706.8583471
2056,0,2056,2,2056,0,15,2056,,,,,,,,,,,,21000,2,3.60E+11,Block Group 2,G5030,S,56557,0,40.6278663,-74.0085275,15000US360470210002,0.00998717,6.02E-06,4203,15000US360470210002,128,-1,40,-1,4203,15000US360470210002,468,71,56,43,53,40,14,18,19,26,24,28,36,33,8,14,18,21,14,18,56,43,42,38,39,33,38,25,25,26,23,26,4,12,94.24777961,706.8583471
2057,0,2057,2,2057,1,15,2057,,,,,,,,,,,,11800,2,3.60E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41E-05,3964,15000US360470118002,108,-1,36,-1,3964,15000US360470118002,322,69,35,28,18,20,10,10,62,39,30,24,16,16,12,20,19,20,44,47,4,10,31,29,25,26,10,18,4,12,0,11,2,8,94.24777961,706.8583471
2058,0,2058,2,2058,1,15,2058,,,,,,,,,,,,11800,2,3.60E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41E-05,3964,15000US360470118002,108,-1,36,-1,3964,15000US360470118002,322,69,35,28,18,20,10,10,62,39,30,24,16,16,12,20,19,20,44,47,4,10,31,29,25,26,10,18,4,12,0,11,2,8,94.24777961,706.8583471
2059,0,2059,1,2059,0,15,2059,,,,,,,,,,,,18400,2,3.60E+11,Block Group 2,G5030,S,75286,0,40.6143509,-74.0082418,15000US360470184002,0.011591724,8.01E-06,4137,15000US360470184002,170,-1,59,-1,4137,15000US360470184002,394,59,13,14,18,29,19,26,18,23,15,16,24,26,28,28,29,25,8,10,0,11,33,18,32,19,54,37,31,30,23,17,49,27,94.24777961,706.8583471
2060,0,2060,2,2060,1,15,2060,,,,,,,,,,,,11800,2,3.60E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41E-05,3964,15000US360470118002,108,-1,36,-1,3964,15000US360470118002,322,69,35,28,18,20,10,10,62,39,30,24,16,16,12,20,19,20,44,47,4,10,31,29,25,26,10,18,4,12,0,11,2,8,94.24777961,706.8583471
2061,0,2061,1,2061,0,15,2061,,,,,,,,,,,,20200,1,3.60E+11,Block Group 1,G5030,S,58007,0,40.6231598,-74.0098355,15000US360470202001,0.010113859,6.17E-06,4185,15000US360470202001,135,-1,45,-1,4185,15000US360470202001,309,64,0,11,5,7,39,26,37,41,5,7,28,33,0,11,4,6,0,11,9,9,48,40,9,10,39,28,51,29,18,21,17,17,94.24777961,706.8583471
2062,0,2062,2,2062,0,15,2062,,,,,,,,,,,,15000,1,3.60E+11,Block Group 1,G5030,S,56540,0,40.6165198,-74.0095705,15000US360470150001,0.009983888,6.02E-06,4045,15000US360470150001,142,-1,50,-1,4045,15000US360470150001,330,57,16,16,14,20,12,17,12,16,10,11,26,26,15,16,16,16,15,18,0,11,30,19,34,28,41,28,32,28,25,20,32,20,94.24777961,706.8583471
2063,0,2063,2,2063,0,15,2063,,,,,,,,,,,,21000,2,3.60E+11,Block Group 2,G5030,S,56557,0,40.6278663,-74.0085275,15000US360470210002,0.00998717,6.02E-06,4203,15000US360470210002,128,-1,40,-1,4203,15000US360470210002,468,71,56,43,53,40,14,18,19,26,24,28,36,33,8,14,18,21,14,18,56,43,42,38,39,33,38,25,25,26,23,26,4,12,94.24777961,706.8583471
2064,0,2064,1,2064,0,15,2064,,,,,,,,,,,,20200,1,3.60E+11,Block Group 1,G5030,S,58007,0,40.6231598,-74.0098355,15000US360470202001,0.010113859,6.17E-06,4185,15000US360470202001,135,-1,45,-1,4185,15000US360470202001,309,64,0,11,5,7,39,26,37,41,5,7,28,33,0,11,4,6,0,11,9,9,48,40,9,10,39,28,51,29,18,21,17,17,94.24777961,706.8583471
2065,0,2065,2,2065,1,15,2065,,,,,,,,,,,,11800,2,3.60E+11,Block Group 2,G5030,S,132608,0,40.6356685,-74.013226,15000US360470118002,0.016802564,1.41E-05,3964,15000US360470118002,108,-1,36,-1,3964,15000US360470118002,322,69,35,28,18,20,10,10,62,39,30,24,16,16,12,20,19,20,44,47,4,10,31,29,25,26,10,18,4,12,0,11,2,8,94.24777961,706.8583471
2066,2,2066,2,2066,0,15,2066,7/25/15 0:00,15:00,BROOKLYN,11220,40.6409749,-74.0110296,"(40.6409749, -74.0110296)",55 STREET,6 AVENUE, ,2,10000,2,3.60E+11,Block Group 2,G5030,S,37744,0,40.6403101,-74.0099269,15000US360470100002,0.008380198,4.02E-06,3930,15000US360470100002,104,-1,34,-1,3930,15000US360470100002,393,86,22,24,50,42,30,28,52,43,49,41,14,18,6,15,39,37,14,22,49,42,7,16,54,46,3,12,4,11,0,11,0,11,94.24777961,706.8583471
2067,0,2067,2,2067,0,15,2067,,,,,,,,,,,,28000,1,3.60E+11,Block Group 1,G5030,S,58262,0,40.60061,-74.0072251,15000US360470280001,0.010734835,6.20E-06,4401,15000US360470280001,122,-1,56,-1,4401,15000US360470280001,478,72,12,15,26,22,5,8,56,44,16,21,26,22,32,30,34,29,6,10,34,29,46,32,58,38,20,20,41,34,42,32,26,28,94.24777961,706.8583471
